store,item,avg_daily_demand,std_daily_demand
2,15,122.53424179351921,26.54804738482057
2,16,37.387115333424624,8.40143508549421
2,17,47.80819522141494,10.398637208393938
2,18,119.43581657245853,26.213812633700407
2,19,58.46591446262942,12.80404242243069
2,20,68.72597135978386,15.18302631576328
2,21,58.341895122207966,13.041538016032513
2,22,113.44479700501559,24.257385644095415
2,23,42.66351489610212,9.765281973224843
2,24,95.4372840010836,20.9508807285339
2,25,113.90298771442109,25.192955244630923
2,26,69.47778036330337,14.999907590376573
2,27,32.102412753143334,7.309269562275352
2,28,122.50993460874491,26.609594291413345
2,29,99.4464534929839,21.434881502845375
2,30,58.67766951996464,13.274015260062582
2,31,84.21968324336866,19.143747955717288
2,32,64.23524704405399,14.99886143864159
2,33,98.99788091938312,21.886012346740348
2,34,37.672492161557656,8.286175118908321
2,35,95.61047875977508,21.451972841323872
2,36,109.68473727485329,23.7704035830034
2,37,42.43829082313996,9.767994794411292
2,38,114.19013611535553,24.821916780541617
2,39,62.49403866335731,14.141783295520968
2,40,42.34166394861867,10.075578663733063
2,41,32.224072452536426,7.464758830292501
2,42,53.2905954433496,11.456375137776295
2,43,73.83210091461278,15.821823634971551
2,44,42.68324692949885,9.797939101946096
2,45,114.34180043798453,24.997927277055982
2,46,84.25534672249323,19.34839273566329
2,47,31.550186123114457,6.7947891555229125
2,48,74.4285639931171,15.862456770713285
2,49,42.39685239609501,9.431751340581513
2,50,94.75608069762521,21.261575197017592
3,1,28.549287599301064,6.284541911403895
3,2,74.73265041735064,16.738125080637936
3,3,47.46832086840346,10.386623200723246
3,4,28.496085247666617,6.7842887521218165
3,5,23.98197239656383,5.204620968463558
3,6,74.83767963810432,16.63829299314153
3,7,75.1539489617606,16.533180384764165
3,8,97.80902751052443,21.52339775670365
3,9,65.28837496505307,14.271656289151707
3,10,93.94719012889819,20.16583778161498
3,11,89.33473816102126,19.315256040565256
3,12,88.58201462807355,19.302273684328632
3,13,107.54714056626017,23.055572122884666
3,14,75.58314157164679,16.74113581664464
3,15,111.97995116222597,24.25629115870203
3,16,33.168983275446365,7.439620306956325
3,17,42.71091764985075,9.307094566187988
3,18,106.48709620744751,23.684676868888236
3,19,51.80633995293217,11.9997074633845
3,20,61.566113403474816,13.004842219603539
3,21,52.22714082903854,11.658549287463947
3,22,101.92793070789952,22.72664630968946
3,23,37.83558721965459,8.659497558653953
3,24,84.69566108573134,18.3232835319934
3,25,102.51680793361093,22.512417337643075
3,26,60.855609781383905,14.283881803260668
3,27,28.35966145630073,6.591873301255386
3,28,110.84384174019623,23.75094731946286
3,29,89.8003959707996,19.717904395997856
3,30,52.18943601623966,11.496086696200443
3,31,75.1706470491989,17.135372237327463
3,32,57.005443850756144,12.973939357773014
3,33,88.90891798398168,19.572004102199735
3,34,33.21186220030069,7.536788720719332
3,35,83.21172862846221,18.00347622072919
3,36,98.5957040727658,21.647690805490527
3,37,37.7819413785658,8.443741742509228
3,38,102.63101187737024,22.69590541588985
3,39,57.182058947323675,12.609353522272682
3,40,38.40434081999427,9.239383356136084
3,41,28.547261722973513,6.517799593224177
3,42,47.54408895712049,10.708098094032502
3,43,65.61828071235352,14.679124353391806
3,44,37.38589250067713,8.767926406437446
3,45,102.95552029735609,22.976032713576448
3,46,75.55293977406679,16.95413361188391
3,47,28.584066181365536,6.820693769782227
3,48,65.68856824069553,14.544800205468375
3,49,37.63474562535669,8.48843703095813
3,50,83.97215527069515,18.881011168817437
4,1,25.77990406169839,5.943778148246023
4,2,69.39392490058398,15.555240583826826
4,3,43.56250234621405,9.854023579637255
4,4,26.03685073583234,6.1428779368606525
4,5,21.949782489227555,5.05175894723186
4,6,68.61740545560475,15.278653975514136
4,7,69.33621567729018,15.901299620652997
4,8,91.48515799993581,20.192195040445007
4,9,60.579004991750146,13.04603355438987
4,10,86.32149399134603,18.4032469485509
4,11,82.4515733951106,18.606489204256192
4,12,81.91341985712884,18.04256688160839
4,13,98.14130047848263,21.937801508735184
4,14,69.35070725880392,15.983732198083969
4,15,103.45330290886946,22.413119257336984
4,16,30.933171557153123,6.947643199015871
4,17,38.97864902756766,8.633041739996584
4,18,99.30195784637684,22.36737033429925
4,19,47.95594629743296,10.69201636531094
4,20,56.33330651465148,12.84622208257768
4,21,47.45575693204516,10.729680103692878
4,22,94.6122402546465,20.141110053618856
4,23,34.94142462274571,7.558300310834637
4,24,78.46451177121318,17.11090640494131
4,25,94.28886234922028,21.419821152319475
4,26,57.01228866786927,12.812525977800112
4,27,26.168776631044686,6.0749963211004205
4,28,102.67880590083921,23.065824447124164
4,29,82.91447658102506,18.15952168049303
4,30,47.924292697292444,11.104397224106641
4,31,69.00465099401184,14.697928211696315
4,32,52.25731891953712,12.236641342357215
4,33,82.3565092201377,18.26141195521035
4,34,30.770284408195668,6.715674653772973
4,35,78.24290670730808,17.046636173252313
4,36,90.90906522355664,19.58807868231791
4,37,34.844613014987345,7.764052358351102
4,38,94.78595310441271,20.92481284526913
4,39,52.57102857725908,11.322476343611221
4,40,34.731010717735536,8.272808394530593
4,41,26.3548792879777,6.056626778231709
4,42,43.54908598291709,9.620699841608571
4,43,61.4078039860481,13.593104242930814
4,44,34.93603374330373,7.6496016520185846
4,45,95.04844875362697,20.99074088942055
4,46,69.26120393404794,15.386888578328628
4,47,26.34340522961071,5.787602762888149
4,48,60.54904520289646,13.584691775169901
4,49,34.8896195002977,8.004902358910932
4,50,77.38452828167051,17.723034810067894
5,1,19.299978582540525,4.225552243316088
5,2,50.545442881471,11.45870735834479
5,3,31.420790407791245,7.327553662023863
5,4,19.00644053208243,4.105878786398402
5,5,16.636172447807482,3.7541588881520993
5,6,50.41443643547728,11.123272519959126
5,7,50.27755471291597,11.717666099212787
5,8,66.42782966190944,15.020784517724353
5,9,43.8952445393179,9.714442410289058
5,10,63.23792670136994,13.936424963940985
5,11,60.05422866237701,13.626185003080133
5,12,59.45226608970214,13.892688796102188
5,13,72.38222355469422,16.199966548455137
5,14,50.347308758570456,10.717186413770612
5,15,75.32543388837422,16.788120026792893
5,16,22.03714796722586,5.121696241476197
5,17,28.58845302528293,6.832556887116776
5,18,72.32956948639443,15.814992255181265
5,19,35.04052992281632,7.946847813270995
5,20,40.73398107180183,9.187081914824212
5,21,34.36480097632171,7.7527532160067825
5,22,69.05319227499966,15.270305919732992
5,23,25.489197099921206,5.829841729186056
5,24,56.49117751167461,13.620978440404386
5,25,69.60573765820253,15.414491610017182
5,26,41.07743041828673,9.063694206684152
5,27,19.330768931451097,4.545690744443178
5,28,75.27597551246727,16.778004716288674
5,29,59.45216405427745,13.797813281199934
5,30,34.56528275523267,7.800741788222007
5,31,50.73940605913669,11.189094920860422
5,32,37.958395862536705,8.591178194598392
5,33,59.77760643757052,13.972958374151487
5,34,22.414507581437928,4.926737628856134
5,35,57.08267066096145,12.761357565270414
5,36,65.59114962783427,14.49487860700147
5,37,25.48400186365559,5.953718494210243
5,38,69.08330432739488,15.266152583239577
5,39,37.57459915065087,9.11091131284168
5,40,25.180089796942703,5.865865163592926
5,41,19.432494590425996,4.465220044094964
5,42,31.295955645382893,6.80274385700347
5,43,44.20086135704419,9.93664542700118
5,44,25.112679583689868,5.983703447670201
5,45,69.12241056592457,15.116653146222266
5,46,50.51615692616465,11.220745582992897
5,47,19.24119750224227,4.476657910610712
5,48,44.47390952353216,9.959377806986772
5,49,25.752824013285352,6.120453801705154
5,50,57.178272814651436,13.337701124056814
6,1,18.88159626677894,4.027468270232207
6,2,50.898513616251805,11.626401199605393
6,3,31.482260916159223,7.213656053695831
6,4,19.14829724740519,4.474282483824742
6,5,16.260371820968565,3.5581682160035815
6,6,50.51309012162878,11.136064067628471
6,7,50.103587234616626,11.550176983271463
6,8,65.9061204806174,15.369658549598403
6,9,44.79895905646815,9.89382474817934
6,10,62.642624152282416,13.658896529637373
6,11,59.68712852011529,13.486305079585918
6,12,59.41057824772305,13.008779427265539
6,13,72.78190437231694,16.714471485518114
6,14,50.976086782818804,11.43335898960448
6,15,74.9835654742277,17.44474875858113
6,16,22.387531955121265,4.9140162917045345
6,17,28.330939467952955,6.002958134880091
6,18,72.21068706380674,16.121323726367798
6,19,34.47679492257705,7.80106847579341
6,20,40.825491074390555,9.197678687207578
6,21,34.70256859020979,8.4168535756384
6,22,68.58295677612452,15.868514464818668
6,23,25.350676117838294,6.03414173153935
6,24,56.947337125052265,13.069482462293962
6,25,69.21898372291635,15.929902286303399
6,26,41.033874244337795,9.107379778407767
6,27,19.555819286677462,4.478651542862861
6,28,74.91511946848267,16.32344961141241
6,29,59.29916734714093,13.556738700883125
6,30,34.22107292916346,7.928324514635911
6,31,50.805082142771575,11.169543260242442
6,32,37.83829754085381,8.961960271057418
6,33,59.728472809760525,13.85055010165632
6,34,22.364962796835705,5.0618037601091554
6,35,56.18702769198115,12.484764942672703
6,36,66.40203808744914,15.353508208833675
6,37,25.264623394066607,5.419544739654975
6,38,69.01373800772649,15.649911566888383
6,39,37.497985239389884,8.453393104932923
6,40,25.80307154984187,6.054420879868731
6,41,18.927406572081342,4.454327725601298
6,42,31.236848048116556,7.163406487647256
6,43,44.513099464418296,10.069527511355302
6,44,25.241979862034135,5.753556028364107
6,45,69.28639955440596,15.482649553174237
6,46,49.70367786922827,11.229780088178916
6,47,19.162992407521745,4.2899083912271925
6,48,44.3233254243804,10.251866705331759
6,49,25.25592543117856,5.802419232555447
6,50,56.7504538081924,12.928155690278524
7,1,17.621515802448485,3.992945264231458
7,2,46.00287528440816,10.739995876198464
7,3,29.090088126679994,7.2570280539700125
7,4,17.455637538064064,4.058602171902342
7,5,15.197159919811172,3.2306017809249714
7,6,46.22691930757288,10.509073372873951
7,7,46.26727040640449,10.259137250633618
7,8,60.51177628687193,12.913244154147664
7,9,40.96287461853029,9.018646247227483
7,10,58.036381049384865,13.461860862420995
7,11,54.96407358980573,13.055012441510026
7,12,54.95890054203868,12.382267686303281
7,13,66.2162367643815,14.986755016135477
7,14,46.172433349219624,9.820349823853745
7,15,68.71545107307496,15.596865384209854
7,16,20.16632200476361,4.665050707791424
7,17,25.91474376832158,6.175710081811703
7,18,65.83309267064924,14.345506450368772
7,19,31.98899795846568,7.286843174200499
7,20,37.50828716803703,8.536152088360792
7,21,31.975663093535086,7.274802491989138
7,22,63.126971652276765,14.1661672824579
7,23,23.39354330300211,5.418764228735245
7,24,51.47823487288971,11.360224051663105
7,25,63.956678843476865,14.359683899813653
7,26,37.267501625395546,8.229654469087022
7,27,17.740604738242556,4.257140792119841
7,28,68.4545859548866,15.722830637634237
7,29,54.86453511075805,12.223149475035171
7,30,31.467131677902092,7.127292289642467
7,31,46.80224241890877,10.629096095664712
7,32,34.38840935105591,8.05169042678224
7,33,54.521115590594,12.344258922509848
7,34,20.67993180980157,4.743839012760848
7,35,52.26910075162696,11.765186574956594
7,36,60.41967433292938,13.605629079377962
7,37,23.133094851341294,5.260312488824006
7,38,62.34623384330817,14.175980073568265
7,39,34.49626056769624,7.872786766377897
7,40,23.252340724413006,5.3201184980961
7,41,17.687970137029115,4.071362777442512
7,42,28.708165942489913,6.4507426003833395
7,43,40.492020294519065,9.318526129821185
7,44,23.35485667226167,5.331737800484747
7,45,63.37102023141764,14.448335250555171
7,46,46.42030061198398,10.255887246676346
7,47,18.208194539312647,4.229464592048981
7,48,40.61396372651664,8.685640424262024
7,49,23.283832205993207,5.1305989221346024
7,50,51.54541109479478,11.747801701941949
8,1,30.19803401037123,6.780866005958627
8,2,80.62064676705884,18.57460882505661
8,3,51.02930446168261,12.010401655031746
8,4,29.732735480369083,7.195137960647231
8,5,25.783069206394465,5.8878309766347074
8,6,80.54910046761661,18.420364128987252
8,7,80.32700928394225,17.23904501550978
8,8,106.35496043046379,23.09813318203514
8,9,71.96976832132705,16.195527708556586
8,10,100.30569692383536,21.826509766469457
8,11,95.5570166041595,20.730393038676667
8,12,95.43745457163392,21.114900455790668
8,13,114.5893308941947,24.73349697236782
8,14,80.6584325304661,17.76664453563469
8,15,118.91419260721426,25.48814516768696
8,16,35.870620056255646,8.255663457415217
8,17,44.91328032721655,10.08881279172573
8,18,114.45923600876736,24.83450136798452
8,19,56.39638038729552,12.73199608659249
8,20,65.265398046869,14.527104319929986
8,21,55.857547271621875,12.241078411125024
8,22,110.05163577371636,23.86648070283545
8,23,40.73334783787116,9.193715370763615
8,24,90.82922526786894,20.43818772371847
8,25,109.83840021651065,24.187441434987534
8,26,66.04177182746625,14.53276668588537
8,27,30.429058645635823,7.130721540592489
8,28,118.9287716156072,25.670290854810823
8,29,95.71468504528582,21.016621223355315
8,30,55.527261219335166,13.382385683072215
8,31,80.65417886956212,17.60906757004136
8,32,60.97551196319212,14.096740933067956
8,33,96.25331840456298,21.295478797006197
8,34,35.71223781238213,8.174121687199596
8,35,90.40460987418093,19.78384100510548
8,36,105.928689633686,23.661670093220117
8,37,41.00311732890358,9.034398137912088
8,38,109.71266733570579,23.72725483472256
8,39,61.03349403990738,13.663348923648874
8,40,40.61316235187697,9.00543011018862
8,41,30.832642714923274,6.6660695189755526
8,42,50.65513924607731,11.236883813728316
8,43,71.0977693438807,15.820991843480172
8,44,40.80179579613269,9.141026062852537
8,45,109.18773774418587,24.097059857230786
8,46,80.95360235717682,17.850312180276994
8,47,30.800798761451126,6.971169771098352
8,48,71.35709223465257,16.320622452958762
8,49,40.91070969555248,9.455985000584386
8,50,91.04101818804804,19.98737427876826
9,1,26.39355586856105,5.946177237689735
9,2,69.19999846522609,15.221463200344195
9,3,43.452962222147406,9.240437883545093
9,4,26.19792551645529,6.1667507037075175
9,5,22.147787438847534,4.830581407590502
9,6,69.22796288685237,15.143209707382434
9,7,69.54051755704755,15.288582161541033
9,8,91.1303223388028,20.36712873611284
9,9,60.951650547595605,13.647858908856678
9,10,87.41007925148391,19.20734636880437
9,11,82.54631134952623,17.516403302399233
9,12,82.69653811606315,18.66265324773581
9,13,99.3851512572297,21.62563578098147
9,14,69.39622222314948,15.069037688558366
9,15,103.80931715216668,22.831614647814025
9,16,30.772411782314144,6.957003033293754
9,17,39.424512852603264,9.363919146356274
9,18,99.54081001105024,22.756732294850448
9,19,48.365922742861144,10.699596892727076
9,20,56.25276786263081,12.277705595402793
9,21,48.299031769361214,10.761056139720322
9,22,95.28838513215717,20.66642678790686
9,23,34.706651416307125,7.486541879432097
9,24,77.63840178782308,16.719090375277965
9,25,95.16437011003966,21.05739614575535
9,26,55.83400216064482,12.515060315651523
9,27,26.424256695024575,6.041584653410717
9,28,103.43687522631275,22.497682681805298
9,29,83.56156122058215,18.20189117910544
9,30,48.33302475513502,10.635019778899377
9,31,69.28956350060322,15.084801251064683
9,32,52.53836994401154,12.139815092423504
9,33,82.6010553361343,17.903706848122276
9,34,30.737471756725895,6.725006727035418
9,35,78.20552188956576,17.44264262329228
9,36,90.63737560164019,20.051394331058507
9,37,35.3656034500726,8.121429141861428
9,38,95.2395066765004,21.40482247880695
9,39,52.73279536496549,11.697752024696792
9,40,34.64416495202817,7.885033223350219
9,41,26.574927388997274,6.4146973040467925
9,42,43.033797646320714,9.914887511264
9,43,61.149833582490686,13.874139017242381
9,44,34.665213362959975,7.804042582243263
9,45,95.8541082805186,21.335975975777302
9,46,69.23904551526773,15.610356710950255
9,47,26.251804462650835,5.794630893277136
9,48,60.994580160114516,13.040742504897036
9,49,35.62036478351216,8.290875506550531
9,50,77.31787530201711,16.91433905368503
10,1,27.56667621371584,6.319908242186431
10,2,74.08914203048622,16.052449792557287
10,3,46.432823314085084,10.94614454418012
10,4,27.853385232396626,6.350934151644808
10,5,23.83476650879391,5.1042198196288
10,6,74.01926724789932,16.23822725130891
10,7,73.69457121671859,16.726526700401774
10,8,96.51619773611903,21.926516463178206
10,9,64.95893056810283,14.681769942645833
10,10,92.40044918842977,20.386058380312093
10,11,88.0765701816891,19.35604097755548
10,12,87.93889227690394,19.81688647924331
10,13,105.6578921883939,22.777486669959153
10,14,74.59290923672104,16.955446245306682
10,15,109.4133559398492,23.378896768491728
10,16,32.545589274462515,7.6008439837142525
10,17,42.10890566759328,9.740289524535141
10,18,104.99717178918206,23.45836628217943
10,19,51.159128367478836,11.599274302915553
10,20,60.39501585973012,13.778521236413445
10,21,51.822621490762124,11.593589096498544
10,22,100.6556471862761,21.584323440578427
10,23,37.58298871714431,8.530916657851169
10,24,83.04567823121117,18.61718912938424
10,25,100.25516731863736,22.543842019897777
10,26,60.81618712955697,13.771628396077428
10,27,27.82998713214794,6.268485792546366
10,28,109.2645409435061,23.55528989110347
10,29,87.4579863037648,19.091571693376732
10,30,51.20430799700345,11.3177929450113
10,31,73.55773146779323,16.466815332939188
10,32,55.70371997564657,12.422328884086623
10,33,88.27059972916378,19.870201486124177
10,34,32.40891588805051,7.699505946251927
10,35,83.0544726471169,17.47892675498931
10,36,96.07363289281837,20.979785033036666
10,37,36.988408500734494,7.839644583456088
10,38,100.39356169570144,21.220274549712943
10,39,55.8905054780008,11.962550445632829
10,40,37.0854724715251,8.307057863415912
10,41,27.78170901604239,6.139702506380855
10,42,46.57574317385142,10.76545748642749
10,43,65.77375166403415,14.464129093114597
10,44,37.238826953710614,8.516534681633162
10,45,102.04160633812333,22.645066071805537
10,46,73.88033295202922,16.75038219813297
10,47,28.385076662340666,6.8166538892443045
10,48,65.22770668650614,14.725616467614264
10,49,36.83718812111561,8.821685035677998
10,50,82.96020544238922,18.68002435639077
